datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-03 10:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 11:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 13:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 14:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 16:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 10:30:00-05:00,100000.0,49980.04783630371,0.0
2022-01-04 11:30:00-05:00,98496.9178363037,98496.9178363037,-0.015030821636962899
2022-01-04 12:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-04 13:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-04 14:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-04 15:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-04 16:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 09:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 10:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 11:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 12:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 13:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 14:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 15:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-05 16:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 09:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 10:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 11:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 12:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 13:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 14:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 15:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-06 16:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-07 09:30:00-05:00,98496.9178363037,98496.9178363037,0.0
2022-01-07 10:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 11:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 12:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 13:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 14:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 15:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-07 16:30:00-05:00,98496.9178363037,147652.7576800537,0.0
2022-01-10 09:30:00-05:00,99675.7967425537,147652.7576800537,0.01196868828128439
2022-01-10 10:30:00-05:00,99675.7967425537,147652.7576800537,0.0
2022-01-10 11:30:00-05:00,99675.7967425537,147652.7576800537,0.0
2022-01-10 12:30:00-05:00,99675.7967425537,147652.7576800537,0.0
2022-01-10 13:30:00-05:00,99675.7967425537,147652.7576800537,0.0
